Key,SourceString,DevComment
"01_old_family_crypt","Ancienne crypte familiale",""
"03_arkadian_plateau","Plateau d'Arkadie",""
"03_shrine_of_hephaistos","Autel d'Héphaïstos",""
"03_rebel_outpost","Avant-poste rebelle",""
"03_ravaged_plains","Plaines ravagées",""
"03_ruined_temple_of_ares","Temple d'Arès en ruine",""
"03_shrine_of_the_seven","Autel des Sept",""
"03_concealed_tunnel","Tunnel dissimulé",""
"03_dry_cave","Grotte sèche",""
"03_altar_of_demeter","Autel de Déméter",""
"03_disused_shrine","Autel des Sentinelles",""
"03_tegea_basin","Bassin de Tégée",""
"03_southern_outskirts_of_tegea","Périphérie sud de Tégée",""
"03_looters_perch","Perchoir des pillards",""
"03_city_of_tegea","Cité de Tégée",""
"03_temple_of_athena","Temple d'Athéna",""
"03_tegea_burial_grounds","Terrains funéraires de Tégée",""
"03_northern_outskirts_of_tegea","Périphérie nord de Tégée",""
"03_nemean_shrine","Autel néméen",""
"03_doliana_quarry","Carrière de Doliana",""
"03_canyon_pass","Passage du canyon",""
"03_arkadian_hunting_grounds","Terrains de chasse d'Arkadie",""
"03_brandbearer_warcamp","Camp de guerre des Porte-marque",""
"03_victors_hall","Salle des vainqueurs",""
"03_desecrated_shrine","Autel profané",""
"03_gate_of_the_ixionidae","Porte des Ixionides",""
"03_outer_palace_ruins","Ruines extérieures du palais",""
"02_abandoned_storerooms","Entrepôts abandonnés",""
"01_crypt","Crypte",""
"01_fiends_hollow","Creux des démons",""
"01_cave_of_pan","Grotte de Pan",""
"01_fetid_wine_cellar","Cave à vin fétide",""
"01_moirai_temple","Temple des Moires",""
"01_garden_of_klotho","Jardin de Clotho",""
"01_gallery_of_lachesis","Galerie de Lachésis",""
"01_passage_of_atropos","Passage d'Atropos",""
"01_conduit_chamber","Chambre du conduit",""
"01_moirai_dungeons","Donjons des Moires",""
"01_realm_of_the_moirai","Royaume des Moires",""
"03_court_of_hephaistos","Cour d'Héphaïstos",""
"03_mount_olympos","Mont Olympe",""
"02_burial_caves","Grottes funéraires",""
"02_rotting_hulls","Coques putrides",""
"02_mysterious_prison","Prison mystérieuse",""
"02_ancient_dungeons","Anciens donjons",""
"02_sunken_temple_of_glaukos","Temple englouti de Glaucos",""
"02_skyllas_lair","Repaire de Skylla",""
"03_chirons_cave","Grotte de Chiron",""
"03_ares_temple_crypt","Crypte du temple d'Arès",""
"03_tegea_sewers","Égouts de Tégée",""
"03_crypt_of_burrhus","Crypte de Burrhus",""
"03_ritual_tent","Tente rituelle",""
"03_arena_of_champions","Arène des champions",""
"03_shrine_of_sentinels","Tombeau du Wanax",""
"03_ixions_palace","Palais d'Ixion",""
"03_servants_quarters","Quartiers des serviteurs",""
"03_palace_sewers","Égouts du palais",""
"03_forsaken_dunegons_level_1","Donjons délaissés - Niveau I",""
"03_forsaken_dungeons_level_2","Donjons délaissés - Niveau II",""
"03_forsaken_dungeons_level_3","Donjons délaissés - Niveau III",""
"03_guards_storerooms","Entrepôts des gardes",""
"03_inner_palace_halls","Salles intérieures du palais",""
"03_king_ixions_throne_room","Salle du trône du roi Ixion",""
"03_rebel_hideout","Repaire rebelle",""
