Key,SourceString,DevComment
"ailments_effect_text","Les afflictions s'appliquent par <b>cumuls</b>.\r\nChaque cumul <b>expire</b> après une certaine <b>durée</b>.\r\nLe <b>nombre maximum</b> de cumuls par affliction est de <b>10</b> par source. Il ne peut jamais dépasser <b>20</b> au total.\r\nChaque affliction a un <b>effet différent</b> :\r\nLa <b>puissance</b> de l'effet dépend du <b>nombre de cumuls</b> sur la cible.\r\n\r\nLes afflictions suivantes existent :\r\n• <b>Choc</b> (Dégâts de frappe) : réduit la <b>vitesse d'attaque et de déplacement</b>.\r\n• <b>Saignement</b> (Dégâts de perforation) : inflige des <b>Dégâts sur la durée</b> (DoT).\r\n• <b>Brûlure</b> (Dégâts de feu) : inflige des <b>DoT</b>.\r\n• <b>Glaçage</b> (Dégâts de froid) : inflige des <b>DoT légers et ralentit</b> la cible.\r\n• <b>Peste</b> (Dégâts de poison) : inflige des <b>DoT</b>.\r\n• <b>Électrocution</b> (Dégâts de foudre) : inflige des <b>DoT</b> et peut <b>interrompre</b> les capacités.\r\n\r\nLes dégâts d'affliction sont des <b>Dégâts bruts</b> et ne sont <b>pas réduits par les Résistances</b>.",""
"critical_strikes_title","Coups critiques",""
"critical_strikes_text","Chaque attaque a une chance d'infliger un <b>Coup critique</b>. Ils infligent des <b>dégâts accrus</b> et ont plus de chances d'appliquer des <b>Afflictions</b>.\r\nLa chance dépend de :\r\n\r\n• La <b>chance de base</b> de l'attaque.\r\n• La <b>Chance de coup critique</b> de l'arme.\r\n• Les modificateurs provenant de l'<b>équipement ou des capacités</b>.\r\n\r\n<b>Super-critiques :</b> Si la chance dépasse <b>100%</b>, l'attaque peut infliger un Super-critique. Chaque point au-dessus de 100 augmente la chance de déclenchement. Les Super-critiques infligent des <b>dégâts et des chances d'affliction encore plus élevés</b>.",""
"defense_title","Concepts de défense",""
"defense_text","Il existe <b>plusieurs façons</b> de se défendre contre les attaques.\r\n\r\nLes éléments suivants s'appliquent <b>dans l'ordre</b> :\r\n• <b>Coup d'œil :</b> Défense basée sur la chance. En cas de succès, réduit les dégâts et les effets offensifs reçus.\r\n• <b>Protection et Réduction de dégâts :</b> Effets provenant de l'équipement ou des capacités.\r\n• <b>Résistances :</b> Réduisent les dégâts non physiques selon leur type.\r\n• <b>Armure :</b> Réduit les dégâts physiques.\r\n• <b>Effets de bouclier :</b> Enfin, les boucliers additionnels comme la Barrière absorbent les dégâts restants.",""
"attribute_window_text_gamepad","Vous avez gagné de nouveaux <b>Points d'attribut</b>. Appuyez sur <gia id=\""ia_UI_window_map\""/>, puis naviguez vers l'<b>onglet Attributs</b>.",""
"guides","Guides",""
"category_mechanics","Mécaniques",""
"divinity_title","Divinité",""
"divinity_text","Vous avez gagné des <b>Points de divinité</b> !\r\nUtilisez-les pour <b>augmenter</b> la puissance de vos <b>Maîtrises</b>.\r\n\r\nAppuyez sur <gia id=\""ia_UI_window_masteries\""/> pour ouvrir l'écran des Maîtrises et les assigner.",""
"divinity_text_gamepad","Vous avez gagné des <b>Points de divinité</b>.\r\nUtilisez-les pour <b>augmenter</b> la puissance de vos <b>Maîtrises</b>.\r\nAppuyez sur <gia id=\""ia_UI_window_map\""/>, puis naviguez vers l'écran des Maîtrises pour les assigner.",""
"divinity_use_title","Gagner et utiliser la Divinité",""
"divinity_use_text","La <b>Divinité</b> sert à débloquer de nouveaux <b>Paliers de maîtrise</b>.\r\nDépensez-la en <b>cliquant sur le plus sous la barre à gauche</b>.\r\n\r\nVous pouvez gagner de la Divinité de plusieurs façons :\r\n• <b>Monter de niveau</b> (petites quantités)\r\n• <b>Défis divins</b> (grandes quantités)\r\n• Certaines <b>Quêtes</b>.",""
"boss_resummon_1stpickup_title","Vestiges",""
"boss_resummon_1stpickup_text","Lorsque vous <b>vainquez des boss</b> pour la première fois, ils laissent tomber un <b>Vestige</b>.\r\nLes vestiges peuvent être offerts aux <b>Autels de rituel</b> en ville.\r\nCela permet de <b>revivre le souvenir de ce combat</b> quand vous le souhaitez.",""
"boss_resummon_1sthandin_title","Rejouer les Boss",""
"boss_resummon_1sthandin_text","Vous avez offert votre premier <b>Vestige</b>.\r\nEn <b>retournant dans l'arène du boss</b>, vous trouverez un <b>Nœud de mémoire</b>.\r\nContre une petite somme, vous pouvez <b>revivre ce combat</b> aussi souvent que vous le voulez.\r\nN'oubliez pas d'offrir vos futurs vestiges aux Autels de rituel.",""
"mastery_2nd_SWA_text","Vous avez deux capacités d'<b>Attaque principale</b> qui contiennent les mêmes modificateurs.\r\nElles peuvent être <b>personnalisées individuellement</b>.\r\nC'est utile si vous changez d'arme via l'<b>échange d'arme</b>.\r\nLes points ne sont <b>pas partagés</b> et doivent être assignés séparément.",""
"nemesis_energy_title","Énergie de Némésis",""
"nemesis_energy_text","Le pouvoir de la <b>Fiole de teinture</b> vous permet d'absorber l'<b>Énergie de Némésis</b>.\r\nChaque fois que vous en absorbez, l'énergie emplit la fiole.\r\nUne fois pleine, l'énergie est purifiée, laissant la fiole vide et vous accordant de la <b>Divinité</b>.",""
"charms_relics_title","Reliques et Charmes",""
"charms_relics_text","Vous avez trouvé un morceau de <b>Relique</b> ou de <b>Charme</b> !\r\nIls sont stockés dans leur propre onglet d'inventaire.\r\nIls peuvent être <b>sertis dans vos objets</b> pour leur ajouter des effets.",""
"charms_relics_text_2nd","Vous pouvez <b>combiner</b> jusqu'à 3 morceaux de même rareté pour des <b>effets plus puissants</b>.\r\nUne fois <b>complets</b>, ils gagnent un <b>bonus d'assemblage</b>.\r\nLe <b>nombre</b> de charmes et reliques équipables dépend de votre <b>niveau de personnage</b>.",""
"mastery_forge_divine_cores_title","Forge et Noyaux divins",""
"mastery_forge_divine_cores_text","Certaines capacités de la Forge nécessitent des <b>Noyaux divins</b>.\r\nLes <b>Noyaux divins</b> sont lâchés par les ennemis à leur mort.\r\nIls sont ramassés automatiquement en passant à côté.\r\nAssurez-vous de les ramasser pendant le combat.",""
"questlog_title","Journal de quêtes",""
"questlog_text","Sélectionnez une <b>entrée du journal</b> pour :\r\n • Centrer la carte sur le <b>lieu de la quête</b>\r\n• Obtenir des <b>infos détaillées</b>\r\n• <b>Épingler</b> la quête pour l'<b>afficher sur l'interface (HUD)</b>",""
