Key,SourceString,DevComment
"da_cr_ce_tegea_guard_template.m_CreatureDesc.Name","Porte-flambeau",""
"da_cr_h_03_ap_m_ts_epikrates.m_CreatureDesc.Name","Épicratès",""
"da_cr_h_03_ap_m_ts_partisan_guard_01.m_CreatureDesc.Name","Kébès",""
"da_cr_h_03_ap_m_ts_partisan_guard_02.m_CreatureDesc.Name","Agavé",""
"da_cr_h_03_ap_m_ts_partisan_guard_03.m_CreatureDesc.Name","Aétios",""
"da_cr_h_03_ap_m_ts_phorbas.m_CreatureDesc.Name","Phorbas",""
"da_cr_h_03_ap_m_ts_stratios_bodyguard.m_CreatureDesc.Name","Stratios",""
"da_cr_wl_03_ap_m_ts_pet_crocolisk_01.m_CreatureDesc.Name","Habros",""
"da_cr_wl_03_ap_m_ts_pet_crocolisk_02.m_CreatureDesc.Name","Philatos",""
"da_cr_03_ap_s_rs_guard_1.m_CreatureDesc.Name","Abas",""
"da_cr_03_ap_s_rs_guard_1.m_CreatureDesc.Title","Garde rebelle",""
"da_cr_03_ap_s_rs_guard_2.m_CreatureDesc.Name","Thestor",""
"da_cr_03_ap_s_rs_guard_2.m_CreatureDesc.Title","Garde rebelle",""
"da_cr_ce_03_ap_as_hipparion.m_CreatureDesc.Title","Né-deux-fois",""
"da_cr_ce_03_ap_as_hipparion_2.m_CreatureDesc.Name","Hipparion",""
"da_cr_ce_03_ap_as_hipparion_2.m_CreatureDesc.Title","Né-deux-fois",""
"da_cr_hu_03_ap_as_echion.m_CreatureDesc.Name","Échion",""
"da_cr_hu_03_ap_as_ghost_ares_priest_1.m_CreatureDesc.NamePrefix","Ombre",""
"da_cr_hu_03_ap_as_ghost_ares_priest_1.m_CreatureDesc.Name","Prêtre d'Arès",""
"da_cr_hu_03_ap_as_ghost_ares_priest_2.m_CreatureDesc.NamePrefix","Ombre",""
"da_cr_hu_03_ap_as_ghost_ares_priest_2.m_CreatureDesc.Title","Prêtre d'Arès",""
"da_cr_hu_03_ap_as_ghost_ares_priest_3.m_CreatureDesc.NamePrefix","Ombre",""
"da_cr_hu_03_ap_as_ghost_ares_priest_3.m_CreatureDesc.Title","Prêtre d'Arès",""
"da_cr_ca_03_ap_s_owc_kynna_female.m_CreatureDesc.Name","Kynna",""
"da_cr_ca_03_ap_s_owc_mys_male.m_CreatureDesc.Name","Mys",""
"da_cr_ca_03_ap_s_owc_praxites_male.m_CreatureDesc.Name","Praxitès",""
"da_cr_hu_03_ap_s_owc_acrisius_male.m_CreatureDesc.Name","Acrisios",""
"da_cr_hu_03_ap_s_owc_cisses_male.m_CreatureDesc.Name","Cissès",""
"da_cr_hu_03_ap_s_owc_cleandros_male.m_CreatureDesc.Name","Cléandros",""
"da_cr_hu_03_ap_s_owc_demetria_female.m_CreatureDesc.Name","Démétria",""
"da_cr_hu_03_ap_s_owc_enops_male.m_CreatureDesc.Name","Énops",""
"da_cr_hu_03_ap_s_owc_halie_female.m_CreatureDesc.Name","Halié",""
"da_cr_hu_03_ap_s_owc_idaios_male.m_CreatureDesc.Name","Idaios",""
"da_cr_hu_03_ap_s_owc_irene_female.m_CreatureDesc.Name","Irène",""
"da_cr_hu_03_ap_s_owc_lois_daughter_female_child.m_CreatureDesc.Name","Fille",""
"da_cr_hu_03_ap_s_owc_lois_female.m_CreatureDesc.Name","Irène",""
"da_cr_hu_03_ap_s_owc_marpessa_female.m_CreatureDesc.Name","Marpessa",""
"da_cr_hu_03_ap_s_owc_onias_male.m_CreatureDesc.Name","Onios",""
"da_cr_ca_03_ap_s_qu_flint_kicker.m_CreatureDesc.Name","Frappe-silex",""
"da_cr_ca_03_ap_s_qu_long_hoof.m_CreatureDesc.Name","Long-sabot",""
"da_cr_hu_03_ap_s_qu_bion.m_CreatureDesc.Name","Bion",""
"da_cr_hu_03_ap_s_qu_galen.m_CreatureDesc.Name","Galien",""
"da_cr_hu_03_ap_s_qu_monime.m_CreatureDesc.Name","Monime",""
"da_cr_hu_03_ap_s_qu_nysa.m_CreatureDesc.Name","Nysa",""
"da_cr_hu_03_ap_s_qu_stavros.m_CreatureDesc.Name","Stavros",""
"da_cr_hu_03_ap_s_qu_theron.m_CreatureDesc.Name","Théron",""
"da_cr_03_ap_s_rc_corydon_general_merchant.m_CreatureDesc.Name","Corydon",""
"da_cr_03_ap_s_rebelcamp_dirce.m_CreatureDesc.Name","Dircé",""
"da_cr_03_ap_s_rebelcamp_doros.m_CreatureDesc.Name","Doros",""
"da_cr_03_ap_s_rebelcamp_galenus.m_CreatureDesc.Name","Galenus",""
"da_cr_03_ap_s_rebelcamp_leontis.m_CreatureDesc.Name","Léontis",""
"da_cr_03_ap_s_rebelcamp_socus.m_CreatureDesc.Name","Socus",""
"da_cr_03_ap_s_rebelcamp_thisbe.m_CreatureDesc.Name","Thisbé",""
"da_cr_03_ap_s_cc_first_camp_spy_01.m_CreatureDesc.Name","Soldat rebelle",""
"da_cr_03_ap_s_cc_first_camp_spy_02.m_CreatureDesc.Name","Soldat rebelle",""
"da_cr_03_ap_s_cc_first_camp_spy_03.m_CreatureDesc.Name","Soldat rebelle",""
"da_cr_03_ap_s_cc_first_camp_spy_04.m_CreatureDesc.Name","Soldat rebelle",""
"da_cr_03_ap_s_cc_first_camp_spy_05.m_CreatureDesc.Name","Soldat rebelle",""
"da_cr_03_ap_s_rs_generic_fighter_01.m_CreatureDesc.Name","Soldat rebelle",""
"da_cr_03_ap_s_rs_generic_fighter_02.m_CreatureDesc.Name","Soldat rebelle",""
"da_cr_03_ap_s_rs_generic_fighter_03.m_CreatureDesc.Name","Soldat rebelle",""
"da_cr_03_ap_s_rs_generic_fighter_04.m_CreatureDesc.Name","Soldat rebelle",""
"da_cr_03_ap_s_rs_generic_fighter_05.m_CreatureDesc.Name","Soldat rebelle",""
"da_cr_03_ap_s_rs_generic_fighter_06.m_CreatureDesc.Name","Soldat rebelle",""
"da_cr_03_ap_s_rs_generic_fighter_07.m_CreatureDesc.Name","Soldat rebelle",""
"da_cr_03_ap_s_rs_generic_fighter_08.m_CreatureDesc.Name","Soldat rebelle",""
"da_cr_03_ap_s_rs_makarios.m_CreatureDesc.Name","Makarios",""
"da_cr_03_ap_s_rs_ribes.m_CreatureDesc.Name","Ribès",""
"da_cr_03_ap_s_rs_roxane.m_CreatureDesc.Name","Roxane",""
"da_cr_03_ap_s_te_idle_npc_noble_boy_01_bg.m_CreatureDesc.Name","Citoyen de Tégée",""
"da_cr_03_ap_s_te_idle_npc_noble_female_01_bg.m_CreatureDesc.Name","Citoyenne de Tégée",""
"da_cr_03_ap_s_te_idle_npc_noble_female_02_bg.m_CreatureDesc.Name","Citoyenne de Tégée",""
"da_cr_03_ap_s_te_idle_npc_noble_girl_01_bg.m_CreatureDesc.Name","Citoyenne de Tégée",""
"da_cr_03_ap_s_te_idle_npc_noble_male_01_bg.m_CreatureDesc.Name","Citoyen de Tégée",""
"da_cr_03_ap_s_te_idle_npc_noble_male_02_bg.m_CreatureDesc.Name","Citoyen de Tégée",""
"da_cr_03_ap_s_te_idle_npc_villager_boy_01_bg.m_CreatureDesc.Name","Citoyen de Tégée",""
"da_cr_03_ap_s_te_idle_npc_villager_female_01_bg.m_CreatureDesc.Name","Citoyenne de Tégée",""
"da_cr_03_ap_s_te_idle_npc_villager_female_02_bg.m_CreatureDesc.Name","Citoyenne de Tégée",""
"da_cr_03_ap_s_te_idle_npc_villager_female_03_bg.m_CreatureDesc.Name","Citoyenne de Tégée",""
"da_cr_03_ap_s_te_idle_npc_villager_girl_01_bg.m_CreatureDesc.Name","Citoyenne de Tégée",""
"da_cr_03_ap_s_te_idle_npc_villager_male_01_bg.m_CreatureDesc.Name","Citoyen de Tégée",""
"da_cr_03_ap_s_te_idle_npc_villager_male_02_bg.m_CreatureDesc.Name","Citoyen de Tégée",""
"da_cr_03_ap_s_te_idle_npc_villager_male_03_bg.m_CreatureDesc.Name","Citoyen de Tégée",""
"da_cr_03_ap_s_te_tegea_centaur_area_dynati_young_recruit_female.m_CreatureDesc.Name","Porte-flambeau",""
"da_cr_03_ap_s_te_tegea_centaur_area_dynatos_arguer_male.m_CreatureDesc.Name","Porte-flambeau",""
"da_cr_03_ap_s_te_tegea_centaur_area_dynatos_elite_guard_male.m_CreatureDesc.Name","Garde royal d'élite",""
"da_cr_03_ap_s_te_tegea_centaur_area_dynatos_old_trainer_male.m_CreatureDesc.Name","Porte-flambeau",""
"da_cr_03_ap_s_te_tegea_centaur_area_dynatos_praying_male_proper.m_CreatureDesc.Name","Porte-flambeau",""
"da_cr_03_ap_s_te_tegea_centaur_area_sophi_centaur_storyteller_female.m_CreatureDesc.Name","Gardienne du savoir des Sophoi",""
"da_cr_03_ap_s_te_tegea_centaur_area_sophi_smith_female.m_CreatureDesc.Name","Forgeronne centaure",""
"da_cr_03_ap_s_te_tegea_centaur_area_sophos_arguer_male.m_CreatureDesc.Name","Centaure des Sophoi",""
"da_cr_03_ap_s_te_tegea_centaur_area_sophos_petitioner_male.m_CreatureDesc.Name","Centaure des Sophoi",""
"da_cr_03_ap_s_te_tegea_administrator_01.m_CreatureDesc.Name","Administrateur de la cité",""
"da_cr_03_ap_s_te_tegea_administrator_02.m_CreatureDesc.Name","Administrateur de la cité",""
"da_cr_03_ap_s_te_tegea_angry_peasant_01.m_CreatureDesc.Name","Citoyen de Tégée",""
"da_cr_03_ap_s_te_tegea_angry_peasant_02.m_CreatureDesc.Name","Citoyen de Tégée",""
"da_cr_03_ap_s_te_tegea_angry_peasant_03.m_CreatureDesc.Name","Citoyen de Tégée",""
"da_cr_03_ap_s_te_tegea_angry_peasant_04.m_CreatureDesc.Name","Citoyen de Tégée",""
"da_cr_03_ap_s_te_tegea_centaur_feasting_01_male.m_CreatureDesc.Name","Porte-flambeau",""
"da_cr_03_ap_s_te_tegea_centaur_feasting_02_male.m_CreatureDesc.Name","Porte-flambeau",""
"da_cr_03_ap_s_te_tegea_centaur_guard_01.m_CreatureDesc.Name","Porte-flambeau",""
"da_cr_03_ap_s_te_tegea_centaur_sympathizer.m_CreatureDesc.Name","Citoyen de Tégée",""
"da_cr_03_ap_s_te_tegea_centaur_sympathizer_guard_01.m_CreatureDesc.Name","Soldat de Tégée",""
"da_cr_03_ap_s_te_tegea_centaur_sympathizer_guard_02.m_CreatureDesc.Name","Soldat de Tégée",""
"da_cr_03_ap_s_te_tegea_centaur_with_administrators.m_CreatureDesc.Name","Porte-flambeau",""
"da_cr_03_ap_s_te_tegea_centaur_with_angry_peasants_01_male.m_CreatureDesc.Name","Porte-flambeau",""
"da_cr_03_ap_s_te_tegea_centaur_with_angry_peasants_02_female.m_CreatureDesc.Name","Centaure des Sophoi",""
"da_cr_03_ap_s_te_tegea_centaur_with_healer.m_CreatureDesc.Name","Porte-flambeau",""
"da_cr_03_ap_s_te_tegea_centaur_with_pillar_builders.m_CreatureDesc.Name","Porte-flambeau",""
"da_cr_03_ap_s_te_tegea_centaur_with_pillar_hammerers.m_CreatureDesc.Name","Porte-flambeau",""
"da_cr_03_ap_s_te_tegea_centaur_with_poor_couple_01.m_CreatureDesc.Name","Porte-flambeau",""
"da_cr_03_ap_s_te_tegea_dry_lake_seeder_female.m_CreatureDesc.Name","Citoyenne de Tégée",""
"da_cr_03_ap_s_te_tegea_general_merchant.m_CreatureDesc.Name","Sotera",""
"da_cr_03_ap_s_te_tegea_hunter_merchant.m_CreatureDesc.Name","Paios",""
"da_cr_03_ap_s_te_tegea_hunter_merchant_wife.m_CreatureDesc.Name","Artemesia",""
"da_cr_03_ap_s_te_tegea_magic_merchant.m_CreatureDesc.Name","Elpir",""
"da_cr_03_ap_s_te_tegea_man_by_south_gate.m_CreatureDesc.Name","Citoyen de Tégée",""
"da_cr_03_ap_s_te_tegea_mugging_attacker.m_CreatureDesc.Name","Citoyen de Tégée",""
"da_cr_03_ap_s_te_tegea_mugging_victim.m_CreatureDesc.Name","Citoyen de Tégée",""
"da_cr_03_ap_s_te_tegea_patrolling_centaur_guard_01_male.m_CreatureDesc.Name","Porte-flambeau",""
"da_cr_03_ap_s_te_tegea_patrolling_centaur_guard_02_male.m_CreatureDesc.Name","Porte-flambeau",""
"da_cr_03_ap_s_te_tegea_patrolling_human_guard_01_male.m_CreatureDesc.Name","Garde de Tégée",""
"da_cr_03_ap_s_te_tegea_patrolling_human_guard_02_female.m_CreatureDesc.Name","Garde de Tégée",""
"da_cr_03_ap_s_te_tegea_peasant_with_centaurs_feasting_01_male.m_CreatureDesc.Name","Citoyen de Tégée",""
"da_cr_03_ap_s_te_tegea_peasant_with_centaurs_feasting_02_female.m_CreatureDesc.Name","Citoyenne de Tégée",""
"da_cr_03_ap_s_te_tegea_philosopher.m_CreatureDesc.Name","Citoyen de Tégée",""
"da_cr_03_ap_s_te_tegea_pillar_builder_01.m_CreatureDesc.Name","Administrateur de la cité",""
"da_cr_03_ap_s_te_tegea_pillar_builder_02.m_CreatureDesc.Name","Administrateur de la cité",""
"da_cr_03_ap_s_te_tegea_pillar_hammerer_01.m_CreatureDesc.Name","Citoyen de Tégée",""
"da_cr_03_ap_s_te_tegea_pillar_hammerer_02.m_CreatureDesc.Name","Citoyen de Tégée",""
"da_cr_03_ap_s_te_tegea_plucky_orphan.m_CreatureDesc.Name","Orphelin de Tégée",""
"da_cr_03_ap_s_te_tegea_poor_little_boy.m_CreatureDesc.Name","Garçon pauvre",""
"da_cr_03_ap_s_te_tegea_poor_man_01.m_CreatureDesc.Name","Homme pauvre",""
"da_cr_03_ap_s_te_tegea_poor_old_woman.m_CreatureDesc.Name","Vieille femme pauvre",""
"da_cr_03_ap_s_te_tegea_poor_woman_01.m_CreatureDesc.Name","Femme pauvre",""
"da_cr_03_ap_s_te_tegea_rebel_lookout.m_CreatureDesc.Name","Citoyen de Tégée",""
"da_cr_03_ap_s_te_tegea_rebel_whisperer_female.m_CreatureDesc.Name","Rebelle",""
"da_cr_03_ap_s_te_tegea_rebel_whisperer_male.m_CreatureDesc.Name","Rebelle",""
"da_cr_03_ap_s_te_tegea_stash_merchant.m_CreatureDesc.Name","Phraortès",""
"da_cr_03_ap_s_te_tegea_stash_merchant_child.m_CreatureDesc.Name","Arta",""
"da_cr_03_ap_s_te_tegea_temple_healer.m_CreatureDesc.Name","Guérisseur du temple",""
"da_cr_03_ap_s_te_tegea_temple_priestess.m_CreatureDesc.Name","Prêtresse d'Athéna",""
"da_cr_03_ap_s_te_tegea_warrior_merchant.m_CreatureDesc.Name","Laios",""
"da_cr_03_ap_s_cg_rebel_ghost_1.m_CreatureDesc.Name","Ombre de rebelle sans repos",""
"da_cr_03_ap_s_cg_rebel_ghost_2.m_CreatureDesc.Name","Ombre de rebelle sans repos",""
"da_cr_03_ap_s_cg_rebel_ghost_3.m_CreatureDesc.Name","Ombre de rebelle sans repos",""
"da_cr_03_ap_s_cg_rebel_ghost_4.m_CreatureDesc.Name","Ombre de rebelle sans repos",""
"da_cr_03_ap_s_cg_rebel_selene_ghost.m_CreatureDesc.Name","Séléné",""
"da_cr_03_ap_s_cg_taros_ghost_leader.m_CreatureDesc.Name","Taros",""
"da_cr_03_ap_s_co_resistance_npc.m_CreatureDesc.Name","Maïa",""
"da_cr_03_ap_s_fg_fighting_guy.m_CreatureDesc.Name","Démétrios de Grèce",""
"da_cr_03_ap_s_hm_hiding_man.m_CreatureDesc.Name","Nostus",""
"da_cr_03_ap_s_sw_singing_woman.m_CreatureDesc.Name","Arithmée",""
"da_03_ap_s_ss_riddle_skeleton_mars.m_CreatureDesc.Title","Mars",""
"da_cr_03_ap_s_ww_leandros.m_CreatureDesc.Name","Léandros",""
"da_cr_PLACEHOLDERNPC.m_CreatureDesc.Name","ESPACE_RESERVÉ",""
"da_cr_gambling_vendor.m_CreatureDesc.Name","Pantheros - Récupérateur",""
"da_cr_main_Philon.m_CreatureDesc.Name","Philon l'Érudit",""
"da_cr_main_areion.m_CreatureDesc.Name","Arion",""
"da_cr_02_nb_m_if_friendly_ichthian.m_CreatureDesc.Name","Dents-en-pointes",""
"da_cr_02_nb_m_mr_friendly_priest.m_CreatureDesc.Name","Prêtre torturé",""
"da_cr_02_nb_m_mr_hostile_priest.m_CreatureDesc.Name","Prêtre dément",""
"da_cr_02_nb_m_st_skylla_nymph.m_CreatureDesc.Name","Scylla",""
"da_cr_01_nb_s_ae_anaxis.m_CreatureDesc.Name","Anaxis",""
"da_cr_01_nb_s_ae_chelonis.m_CreatureDesc.Name","Chélonis",""
"da_cr_02_nb_s_ct_cursed_trader_general_merchant.m_CreatureDesc.Name","Mnésiphilos",""
"da_cr_01_nb_s_hu_dryad.m_CreatureDesc.Name","Dryade",""
"da_cr_01_nb_s_hu_gorgo.m_CreatureDesc.Name","Gorgo",""
"da_cr_02_nb_s_ps_poor_sailor_friendly_ichthian.m_CreatureDesc.Name","Écailles-qui-brillent",""
"da_cr_02_nb_s_ps_poor_sailor_near_bandits.m_CreatureDesc.Name","Déon",""
"da_cr_02_nb_s_ps_poor_sailor_near_food.m_CreatureDesc.Name","Hippias",""
"da_cr_02_nb_s_ps_poor_sailor_near_ichthian.m_CreatureDesc.Name","Clio",""
"da_cr_02_nb_m_hub_aratus.m_CreatureDesc.Name","Aratos",""
"da_cr_02_nb_m_hub_theras.m_CreatureDesc.Name","Théras",""
"da_cr_02_nb_s_hub_general_citification_female.m_CreatureDesc.Name","Elpir",""
"da_cr_02_nb_s_hub_glaukos_worshipper_silent_blocker_western_guard.m_CreatureDesc.Name","Peiros",""
"da_cr_02_nb_s_hub_glaukos_worshipper_western_guard.m_CreatureDesc.Name","Axylus",""
"da_cr_02_nb_s_hub_golden_skulls_seeder_female.m_CreatureDesc.Name","Ériopis",""
"da_cr_02_nb_s_hub_golden_skulls_seeder_male_northern_gate.m_CreatureDesc.Name","Aphidnos",""
"da_cr_02_nb_s_hub_hunter_merchant.m_CreatureDesc.Name","Gorgo",""
"da_cr_02_nb_s_hub_magic_merchant.m_CreatureDesc.Name","Kallias",""
"da_cr_02_nb_s_hub_person_missing_home.m_CreatureDesc.Name","Bérénice",""
"da_cr_02_nb_s_hub_sailor_hammering_01.m_CreatureDesc.Name","Biton",""
"da_cr_02_nb_s_hub_sailor_hammering_02.m_CreatureDesc.Name","Péro",""
"da_cr_02_nb_s_hub_stash_merchant.m_CreatureDesc.Name","Anacréon",""
"da_cr_02_nb_s_hub_traumatized_drunkard.m_CreatureDesc.Name","Tréchus",""
"da_cr_02_nb_s_hub_warrior_merchant.m_CreatureDesc.Name","Léodès",""
"da_cr_01_nb_s_si_elatos.m_CreatureDesc.Name","Élatos",""
"da_cr_01_nb_s_si_sosicles.m_CreatureDesc.Name","Sosiclès",""
"da_cr_02_nb_s_ss_listening_ghost_01.m_CreatureDesc.Name","Auditeur",""
"da_cr_02_nb_s_ss_listening_ghost_02.m_CreatureDesc.Name","Auditeur",""
"da_cr_02_nb_s_ss_listening_ghost_03.m_CreatureDesc.Name","Auditeur",""
"da_cr_02_nb_s_ss_listening_ghost_04.m_CreatureDesc.Name","Auditeur",""
"da_cr_02_nb_s_ss_listening_ghost_05.m_CreatureDesc.Name","Auditeur",""
"da_cr_02_nb_s_ss_listening_ghost_06.m_CreatureDesc.Name","Auditeur",""
"da_cr_02_nb_s_ss_listening_ghost_07.m_CreatureDesc.Name","Auditeur",""
"da_cr_02_nb_s_ss_listening_ghost_08.m_CreatureDesc.Name","Auditeur",""
"da_cr_02_nb_s_ss_listening_ghost_09.m_CreatureDesc.Name","Auditeur",""
"da_cr_02_nb_s_ss_listening_ghost_10.m_CreatureDesc.Name","Auditeur",""
"da_cr_02_nb_s_ss_listening_ghost_11.m_CreatureDesc.Name","Auditeur",""
"da_cr_02_nb_s_ss_listening_ghost_12.m_CreatureDesc.Name","Auditeur",""
"da_cr_02_nb_s_ss_listening_ghost_13.m_CreatureDesc.Name","Auditeur",""
"da_cr_02_nb_s_ss_listening_ghost_14.m_CreatureDesc.Name","Auditeur",""
"da_cr_02_nb_s_cp_caged_pirat.m_CreatureDesc.Name","Pirate en cage",""
"da_cr_02_nb_s_gd_ghost_dad.m_CreatureDesc.Name","Ombre d'Hadès",""
"da_cr_01_nb_s_tb_boter.m_CreatureDesc.Name","Dolon",""
"da_cr_01_nb_s_tb_stymphalian_bird.m_CreatureDesc.Name","Oiseau du Stymphale",""
"da_cr_02_nb_s_tb_koritto_general_merchant.m_CreatureDesc.Name","Koritto",""
"da_cr_IC_M1o_DS_BardasPlaceholder.m_CreatureDesc.Name","Bardas",""
"da_cr_IC_M1o_DS_PersePlaceholder.m_CreatureDesc.Name","Persé",""
"da_cr_01_ff_m_bs_merchant_guard_01.m_CreatureDesc.Name","Garde",""
"da_cr_01_ff_m_bs_merchant_guard_02.m_CreatureDesc.Name","Garde",""
"da_cr_01_ff_s_bs_fleeing_merchant.m_CreatureDesc.Name","Callianeira - Marchande",""
"da_cr_01_ff_m_vy_talking_wild_one_01.m_CreatureDesc.Name","Sauvage",""
"da_cr_01_ff_m_vy_talking_wild_one_02.m_CreatureDesc.Name","Sauvage",""
"da_cr_01_ff_m_vy_mother_illusion.m_CreatureDesc.Name","Aristonoe",""
"da_cr_01_ff_m_vy_pan_initiate_male_02.m_CreatureDesc.Name","Initié de Pan",""
"da_cr_01_ff_m_vy_pan_initiiate_female_02.m_CreatureDesc.Name","Initiée de Pan",""
"da_cr_01_ff_m_vy_pan_initiiate_female_03.m_CreatureDesc.Name","Initiée de Pan",""
"da_cr_01_ff_m_vy_wild_one.m_CreatureDesc.Name","Sauvage",""
"da_cr_01_ff_m_py_militia_messenger.m_CreatureDesc.Name","Orithyie",""
"da_cr_01_ff_m_py_militia_recruiter_01.m_CreatureDesc.Name","Nothon - Recruteur de la milice",""
"da_cr_01_ff_m_py_militia_recruiter_02.m_CreatureDesc.Name","Recruteur de la milice",""
"da_cr_01_ff_s_be_hecuba.m_CreatureDesc.Name","Hécube",""
"da_cr_01_ff_s_gy_nephele.m_CreatureDesc.Name","Néphélé",""
"da_cr_01_ff_s_gy_peaceful_ghost_female01.m_CreatureDesc.Name","Fantôme",""
"da_cr_01_ff_s_gy_peaceful_ghost_male01.m_CreatureDesc.Name","Fantôme",""
"da_cr_01_ff_enclave_citi_wild_one_preacher.m_CreatureDesc.Name","Sauvage",""
"da_cr_IC_S1_EN_Citi_Quartermaster.m_CreatureDesc.Name","Quartier-maître",""
"da_cr_01_ff_s_en_linus.m_CreatureDesc.Name","Linus",""
"da_cr_IC_S1_EN_GenericMilitiaFemale1.m_CreatureDesc.Name","Milice",""
"da_cr_IC_S1_EN_GenericMilitiaFemale2.m_CreatureDesc.Name","Milice",""
"da_cr_IC_S1_EN_GenericMilitiaMale1.m_CreatureDesc.Name","Milice",""
"da_cr_IC_S1_EN_GenericMilitiaMale2.m_CreatureDesc.Name","Milice",""
"da_cr_IC_S1_EN_MilitiaCaptainITA.m_CreatureDesc.Name","Capitaine de la milice",""
"da_cr_IC_S1_EN_MilitiaCaptainSE.m_CreatureDesc.Name","Capitaine de la milice",""
"da_cr_IC_S1_EN_MilitiaCaptainSW.m_CreatureDesc.Name","Capitaine de la milice",""
"da_cr_01_ff_s_gns_gorgon_snake_placeholder.m_CreatureDesc.Name","Serpent de Gorgone",""
"da_cr_enclavesrefugees_missingcows_cobon.m_CreatureDesc.Name","Cobon",""
"da_cr_enclavesrefugees_missingcows_lalage.m_CreatureDesc.Name","Lalagé",""
"da_cr_enclavesrefugees_missingcows_oldmanthon.m_CreatureDesc.Name","Le vieux Thon",""
"da_cr_enclavesrefugees_missingcows_tecmessa.m_CreatureDesc.Name","Tecmessa",""
"da_cr_placeholder_missingcows_cows.m_CreatureDesc.Name","Vache",""
"da_cr_enclavesrefugees_issa.m_CreatureDesc.Name","Issa",""
"da_cr_enclavesrefugees_stolos.m_CreatureDesc.Name","Stolos",""
"da_cr_ic_01_ff_s_mh_ichtian_sword_thief.m_CreatureDesc.Name","Milice ichthienne",""
"da_cr_01_ff_s_mr_nireus.m_CreatureDesc.Name","Nireus",""
"da_cr_IC_S1_MR_Soldier1.m_CreatureDesc.Name","Soldat de la milice",""
"da_cr_IC_S1_MR_Soldier2.m_CreatureDesc.Name","Soldat de la milice 2",""
