Key,SourceString,DevComment
"dt_lore_northern_beaches.02_nb_m_mr_diary_of_klumenos_06.TextBody","Day 10946:\r\nI used to feel Kronos in my heart but now I see him in my dreams and his eyes are so dark with bright fire in the middle his smile is crooked and I fear that he will not aid us when we raise him and the ones who die will kill again and the world will be turned upside down",""
"dt_lore_northern_beaches.NewRow.TextBody","…Zeus returned to Mount Othrys, for the first time since his birth, disguised by Rhea as Kronos’s cupbearer. Zeus filled Kronos’s bronze goblet with divine poison, and when Kronos took a sip, he was struck dead before he could use his mastery of time to erase his final mistake. Zeus’ siblings spilled forth from their father’s gullet, whole and grown. Zeus banished his father’s body to Tartaros, and he and his siblings banded together, gathering powerful allies, to face the remaining Titans in the ten-year battle that boiled seas and cracked the earth…",""
"dt_lore_northern_beaches.02_nb_m_mr_bull_plaque.Heading","Bronze Plaque",""
"dt_lore_northern_beaches.02_nb_m_mr_bull_plaque.TextBody","“The blood of sacrifices will flow for the King of Titans’ favor! Rejoice! Beast, man and god will all bleed in his honor!”",""
"dt_lore_northern_beaches.02_nb_m_mr_skeleton_in_coffin.Heading","Dusty Skeleton",""
"dt_lore_northern_beaches.02_nb_m_mr_skeleton_in_coffin.TextBody","These ancient bones wear a talisman with a sickle symbol and fine bronze armor, flecked with the rusted remains of old blood.",""
"dt_lore_northern_beaches.02_nb_m_mr_mycenaean_shield.Heading","Old Shield",""
"dt_lore_northern_beaches.02_nb_m_mr_mycenaean_shield.TextBody","This well-worn Mycenaean armament has “ERANA” inscribed into the bronze of the shield boss.",""
"dt_lore_northern_beaches.02_nb_s_mtm_treasure_3_golden_head_riddle.Heading","Dusty Skull",""
"dt_lore_northern_beaches.02_nb_s_mtm_treasure_3_golden_head_riddle.TextBody","The dusty skull has one word etched into it: \""RESTORE\""",""
"dt_lore_northern_beaches.02_nb_m_moc_moirai_pleading_prayer.Heading","Ornate Scroll",""
"dt_lore_northern_beaches.02_nb_m_moc_moirai_pleading_prayer.TextBody","\""...I beg you, if you delay snipping her thread, just by a few seasons more, then I will offer all the wealth I have in supplication...\""",""
"dt_lore_northern_beaches.02_nb_m_moc_titan_ichor_scroll.Heading","Faded Writings",""
"dt_lore_northern_beaches.02_nb_m_moc_titan_ichor_scroll.TextBody","\""...blood of the sky himself... power to raise the son... veins filled with divinity...\""",""
"dt_lore_northern_beaches.02_nb_m_moc_lachesis_scroll.Heading","The Allotter",""
"dt_lore_northern_beaches.02_nb_m_moc_lachesis_scroll.TextBody","\""...and as the last Titan fell, Lachesis went to Zeus and told him of his duty and his burden, to stand atop the tapestry the Fates had woven, its guardian and protector...\""",""
"dt_lore_northern_beaches.02_nb_m_if_ichthian_skeletons_in_pot.Heading","Boiling Corpses",""
"dt_lore_northern_beaches.02_nb_m_if_ichthian_skeletons_in_pot.TextBody","Ichthian corpses boil in foul water, the last strips of flesh dissolving away.",""
"dt_lore_northern_beaches.02_nb_m_if_scroll_undead_lore.Heading","Bloodstained Scroll",""
"dt_lore_northern_beaches.02_nb_m_if_scroll_undead_lore.TextBody","\""...The power itself moves the bones, unmarred by pity or doubt. The soul is not returned to walk, restless and tortured, as the Mycenaeans do after the Shattering of Night...\""",""
"dt_lore_northern_beaches.02_nb_m_if_scroll_about_undead_instructions.Heading","Ancient Writings",""
"dt_lore_northern_beaches.02_nb_m_if_scroll_about_undead_instructions.TextBody","\""...it is vital you leave as little flesh upon the bones as possible. Flesh remembers the old will, but bone is pure and yields to new masters...\""",""
"dt_lore_northern_beaches.02_nb_m_if_flayed_bones.Heading","Flayed Bones",""
"dt_lore_northern_beaches.02_nb_m_if_flayed_bones.TextBody","Flesh has been scraped from bone with a sharp stone, then tiny symbols have been engraved.",""
"dt_lore_northern_beaches.02_nb_s_ct_cave_treasure.Heading","Scroll",""
"dt_lore_northern_beaches.02_nb_s_ct_cave_treasure.TextBody","\""...Not a great pirate, \r\nnor much of a poet. \r\nBut I could handle a bow.\r\nMy boat\'s where I <st>stashed</> stowed it!\""",""
"dt_lore_northern_beaches.02_nb_s_tb_cave_lore_1.Heading","Abandoned Gear",""
"dt_lore_northern_beaches.02_nb_s_tb_cave_lore_1.TextBody","This climbing gear looks expensive... and abandoned.",""
"dt_lore_northern_beaches.02_nb_s_tb_cave_lore_brothers_1.Heading","Forgotten Climbing Gear",""
"dt_lore_northern_beaches.02_nb_s_tb_cave_lore_brothers_1.TextBody","Gear that seems to have been left behind during hasty climbing.",""
"dt_lore_northern_beaches.02_nb_s_tb_cave_lore_brothers_2.Heading","Bloodstained Climbing Gear",""
"dt_lore_northern_beaches.02_nb_s_tb_cave_lore_brothers_2.TextBody","Flecks of blood--still wet--shine here.",""
"dt_lore_northern_beaches.02_nb_s_tb_dead_horse.Heading","Decaying Horse",""
"dt_lore_northern_beaches.02_nb_s_tb_dead_horse.TextBody","A dead horse, its bones shattered as if it fell from a great height.",""
"dt_lore_northern_beaches.02_nb_m_if_ichthian_king_note.Heading","Crude Plans",""
"dt_lore_northern_beaches.02_nb_m_if_ichthian_king_note.TextBody","A rough map depicts Pyrgos and its surrounding area. The ichthian writing is difficult to read, but you can make out \""flood dam,\"" \""send warriors south,\"" \""kill humans,\"" \""find Titan Ichor for her,\"" and \""new ichthian empire.\""",""
"dt_lore_northern_beaches.02_nb_s_ae_corpse_in_cell.Heading","Dessicated Remains",""
"dt_lore_northern_beaches.02_nb_s_ae_corpse_in_cell.TextBody","The mummified remains of an unlucky adventurer. Gold is clutched tightly in skeletal hands.",""
"dt_lore_northern_beaches.02_nb_s_ae_prison_orders.Heading","Warden\'s Orders",""
"dt_lore_northern_beaches.02_nb_s_ae_prison_orders.TextBody","\""...dangerous prisoners who have spread lies against Her Majesty. I want all cells triple-checked. There will be no more mistakes...\""",""
